"coverageStatus","generationBucket","referenceStatus","coverageSource","graceSku","websiteSku","family","productGroupSlug","itemName","color","capacity","capacityMl","applicator","capStyle","capColor","materialBucket","currentImageUrl","currentImageUrlCapOff","coverageEvidenceUrl","referenceSource","referencePath","referenceUrl","productUrl","missingPromptFields"
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-CLR-15ML-ROL-BKDT","GBElg15RollBlkDot","Elegant","","Elegant design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and deca","Clear","15 ml (0.51 oz)","15","Plastic Roller Ball","Dot Cap","Black Dotted","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBElg15RollBlkDot.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/GB-ELG-CLR-15ML-ROL-BKDT_1779482924836_d17xpn.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-128ML-AST-BLK","GBRnd128AnSpTslBlk","Round","","Round design 128 ml, 4.33oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance","Clear","128 ml (4.33 oz)","128","Vintage Bulb Sprayer with Tassel","Spray","Black","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpTslBlk.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-128ML-AST-BLK_1779532397729_7dlqsd.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-SLM-CLR-30ML-RDC-IVLT","GBSlm30RdcrIvyLthr","Slim","","Slim design 30 ml, 1oz  clear glass bottle  with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price eac","Clear","30 ml (1.01 oz)","30","Reducer","Faux Leather","Ivory Leather","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSlm30RdcrIvyLthr.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-30ml-reducer/cap-on/GB-SLM-CLR-30ML-RDC-IVLT.png","","https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-reducer-ivory-faux-leather-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-CLR-9ML-T-10","GBCyl9MtlRollWht","Cylinder","","Cylinder design 9ml,1/3 oz clear glass bottle with metal roller ball plug and white cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Clear","9 ml (0.3 oz)","9","Metal Roller Ball","Tall","Clear","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCyl9MtlRollWht.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779632883092_n6x442.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-white-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-SLK-CLR-8ML-SPR-MCPR","GBSleek8SpryCuMatt","Sleek","","Sleek design 8ml, 1/3oz Clear glass bottle with matte copper spray. For use with fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each","Clear","8 ml (0.27 oz)","8","Fine Mist Sprayer","Spray","Matte Copper","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSleek8SpryCuMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SLK-CLR-8ML-SPR-MCPR__GBSleek8SpryCuMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-copper-spray",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CIR-FRS-100ML-ASP-SGLD","GBCrclFrst100AnSpGl","Circle","","Circle design 100 ml, 3 1/2oz frosted glass bottle with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of y","Frosted","100 ml (3.38 oz)","100","Vintage Bulb Sprayer","Screw Cap","Shiny Gold","frosted","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779592937931_f6u4y3.png?v=1779593599","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779592937931_f6u4y3.png?v=1779593599","","","","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","LB-SLK-CLR-30ML-LPM-MGLD","LBSlk30LtnMtGl","Sleek","","Sleek design 30 ml, 1oz clear glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Sleek design bottle is a family of bottles available","Clear","30 ml (1.01 oz)","30","Lotion Pump","Screw Cap","Matte Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlk30LtnMtGl.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-lotion-pump/cap-on/LB-SLK-CLR-30ML-LPM-MGLD.png","","https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-gold-lotion-pump-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-15ML-RBL-BLK-01","GBElgFrst15RollBlkDot","Elegant","","Elegant 15 ml (0.51 oz) Frosted Glass Bottle with Roller Ball Black Cap","Frosted","15 ml (0.51 oz)","15","Plastic Roller Ball","Roll-On","Black","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst15RollBlkDot.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-ELG-FRS-15ML-RBL-BLK-01__GBElgFrst15RollBlkDot__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-FRS-128ML-ASP-BLK","GBRndFrst128AnSpBlk","Round","","Round design 128 ml, 4.33oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut","Frosted","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Black","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpBlk.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-BLK_1779532370077_bxkhw4.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DVA-CLR-46ML-RDC-SGLD","GBDiva46RdcrShnGl","Diva","","Diva design 46 ml, 1.64oz  clear glass bottle  with reducer and shiny gold cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each","Clear","46 ml (1.56 oz)","46","Reducer","Screw Cap","Shiny Gold","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507723488_r6pb2d.png?v=1779508422","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507723488_r6pb2d.png?v=1779508422","","","","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-reducer-shiny-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-BLU-5ML-ROL-MCPR","GBCylBlu5RollCuMatt","Cylinder","","Cylinder design 5ml, 1/6oz Blue glass bottle with plastic roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and trav","Cobalt Blue","5 ml (0.17 oz)","5","Plastic Roller Ball","Roll-On","Matte Copper","cobalt-blue","https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu5RollCuMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779555933157_natzqg.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-matte-copper-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-AMB-9ML-MRL-WHT","GBCylAmb9MtlRollWht","Cylinder","","Cylinder design 9ml,1/3 oz amber glass bottle with metal roller ball plug and white cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Amber","9 ml (0.3 oz)","9","Metal Roller Ball","Roll-On","White","amber","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779613793492_769l6g.png?v=1779627575","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779613793492_769l6g.png?v=1779627575","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-white-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-SLK-CLR-8ML-SPR-MGLD","GBSleek8SpryGlMatt","Sleek","","Sleek design 8ml, 1/3oz Clear glass bottle with matte gold spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each","Clear","8 ml (0.27 oz)","8","Fine Mist Sprayer","Spray","Matte Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSleek8SpryGlMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SLK-CLR-8ML-SPR-MGLD__GBSleek8SpryGlMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-gold-spray",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CIR-FRS-100ML-ASP-IVGD","GBCrclFrst100AnSpIvyGl","Circle","","Circle design 100 ml, 3 1/2oz frosted glass bottle with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut","Frosted","100 ml (3.38 oz)","100","Vintage Bulb Sprayer","Screw Cap","Ivory","frosted","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779592993614_96q0xw.png?v=1779593595","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779592993614_96q0xw.png?v=1779593595","","","","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","LB-SLK-CLR-30ML-LPM-MSLV","LBSlk30LtnMtSl","Sleek","","Sleek design 30 ml, 1oz clear glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Sleek design bottle is a family of bottles availab","Clear","30 ml (1.01 oz)","30","Lotion Pump","Pump","Matte Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlk30LtnMtSl.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-lotion-pump/cap-on/LB-SLK-CLR-30ML-LPM-MSLV.png","","https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-silver-lotion-pump-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-BLU-5ML-ROL-MSLV","GBCylBlu5RollSlMatt","Cylinder","","Cylinder design 5ml, 1/6oz Blue glass bottle with plastic roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and trav","Cobalt Blue","5 ml (0.17 oz)","5","Plastic Roller Ball","Roll-On","Matte Silver","cobalt-blue","https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu5RollSlMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779555985466_xxt1xc.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-matte-silver-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-FLR-CLR-15ML-ROL-BKDT","GBFlair15RollBlkDot","Flair","","Flair design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decant","Clear","15 ml (0.51 oz)","15","Plastic Roller Ball","Dot Cap","Black Dotted","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBFlair15RollBlkDot.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/1778900130239-c043cddd-81bc-41d8-9725-4d889ad53bcd.png","generated_images","","","https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-FRS-128ML-ASP-01","GBRndFrst128AnSpTslBlk","Round","","Round design 128 ml, 4.33oz frosted glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance","Frosted","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Frosted","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpTslBlk.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-01_1779532385350_c5l8n5.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DVA-CLR-46ML-RDC-SBLK-T","GBDiva46RdcrShnBlkTall","Diva","","Diva design 46 ml, 1.64oz  clear glass bottle  with reducer and tall black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each","Clear","46 ml (1.56 oz)","46","Reducer","Tall","Shiny Black","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507795924_hhvc4v.png?v=1779508418","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507795924_hhvc4v.png?v=1779508418","","","","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-reducer-tall-black-shiny-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-AMB-9ML-MRL-MCPR","GBCylAmb9MtlRollMattCu","Cylinder","","Cylinder design 9ml,1/3 oz amber glass bottle with metal roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Amber","9 ml (0.3 oz)","9","Metal Roller Ball","Roll-On","Matte Copper","amber","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779613843120_wkvhnk.png?v=1779627571","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779613843120_wkvhnk.png?v=1779627571","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-matte-copper-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-CLR-9ML-T-23","GBCyl9SpryMattSl","Cylinder","","Cylinder design 9ml,1/3 oz clear glass bottle with fine mist sprayer with matte silver trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Clear","9 ml (0.3 oz)","9","Fine Mist Sprayer","Tall","Clear","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533014764_smlua5_9b112eba-1ba1-4b0f-a2cc-e99b28831da2.png?v=1779534342","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533014764_smlua5_9b112eba-1ba1-4b0f-a2cc-e99b28831da2.png?v=1779534342","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-matte-silver-trim-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CIR-FRS-100ML-ASP-LVN","GBCrclFrst100AnSpLvn","Circle","","Circle design 100 ml, 3 1/2oz frosted glass bottle with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the","Frosted","100 ml (3.38 oz)","100","Vintage Bulb Sprayer","Spray","Lavender","frosted","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593044827_b4k8m4.png?v=1779593591","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593044827_b4k8m4.png?v=1779593591","","","","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","LB-SLK-CLR-30ML-LPM-CPR","LBSlk30LtnCu","Sleek","","Sleek design 30 ml, 1oz clear glass bottle with matte copper lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Sleek design bottle is a family of bottles availab","Clear","30 ml (1.01 oz)","30","Lotion Pump","Pump","Copper","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlk30LtnCu.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-lotion-pump/cap-on/LB-SLK-CLR-30ML-LPM-CPR.png","","https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-copper-lotion-pump-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DVA-CLR-46ML-RDC-SBLK","GBDiva46RdcrShnBlk","Diva","","Diva design 46 ml, 1.64oz  clear glass bottle  with reducer and black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each","Clear","46 ml (1.56 oz)","46","Reducer","Screw Cap","Shiny Black","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507850483_4lptk6.png?v=1779508415","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507850483_4lptk6.png?v=1779508415","","","","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-reducer-black-shiny-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-SLK-CLR-5ML-ROL-SBLK","GBSleek5RollBlkSh","Sleek","","Sleek design 5ml, 1/6oz Clear glass bottle with plastic roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel","Clear","5 ml (0.17 oz)","5","Plastic Roller Ball","Roll-On","Shiny Black","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSleek5RollBlkSh.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-5ml-plastic-roller-ball/cap-on/GB-SLK-CLR-5ML-ROL-SBLK.png","","https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-AMB-9ML-MRL-MGLD","GBCylAmb9MtlRollMattGl","Cylinder","","Cylinder design 9ml,1/3 oz amber glass bottle with metal roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Amber","9 ml (0.3 oz)","9","Metal Roller Ball","Screw Cap","Matte Gold","amber","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779613906761_c28a8y.png?v=1779627567","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779613906761_c28a8y.png?v=1779627567","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-matte-gold-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-CLR-9ML-T-22","GBCyl9SpryGl","Cylinder","","Cylinder design 9ml,1/3 oz clear glass bottle with fine mist sprayer with gold trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Clear","9 ml (0.3 oz)","9","Fine Mist Sprayer","Tall","Clear","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533072956_iz9fri_99fdf148-4239-47ee-b7cb-8aaeea0f5ac5.png?v=1779534337","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533072956_iz9fri_99fdf148-4239-47ee-b7cb-8aaeea0f5ac5.png?v=1779534337","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-gold-trim-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CIR-FRS-100ML-ASP-PNK","GBCrclFrst100AnSpPnk","Circle","","Circle design 100 ml, 3 1/2oz frosted glass bottle with pink vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty","Frosted","100 ml (3.38 oz)","100","Vintage Bulb Sprayer","Spray","Pink","frosted","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593095601_qg5gbq.png?v=1779593587","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593095601_qg5gbq.png?v=1779593587","","","","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","LB-SLM-CLR-30ML-LPM-SBLK","LBSlm30LtnShnBlk","Slim","","Slim design 30 ml, 1oz clear glass bottle with shiny black lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bottle is a family of bottles available","Clear","30 ml (1.01 oz)","30","Lotion Pump","Pump","Shiny Black","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlm30LtnShnBlk.gif","","https://www.bestbottles.com/images/store/caps/18-415LtBlk.png","best_bottles_pipeline_groups","","","https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-shiny-black-lotion-pump-and-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-SQR-CLR-15ML-ROL-BKDT","GBSqr15RollBlkDot","Square","","Square design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decan","Clear","15 ml (0.51 oz)","15","Plastic Roller Ball","Dot Cap","Black Dotted","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSqr15RollBlkDot.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/square/square-15ml-plastic-roller-ball/cap-on/GB-SQR-CLR-15ML-ROL-BKDT.png","","https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","ACC-FNL-GLD","FunnelMetalGl","Tool","","Small Gold Metal Funnel.","Gold","0 ml (0 oz)","0","","Screw Cap","Gold","gold","https://www.bestbottles.com/images/store/enlarged_pics/FunnelMetalGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/ACC-FNL-GLD__FunnelMetalGl__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/Funnel-small-metal-Gold-color","applicator"
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DVA-CLR-46ML-RDC-BRLT","GBDiva46RdcrBrwnLthr","Diva","","Diva design 46 ml, 1.64oz  clear glass bottle  with reducer and brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each","Clear","46 ml (1.56 oz)","46","Reducer","Faux Leather","Brown Leather","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507909655_kozis6.png?v=1779508410","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507909655_kozis6.png?v=1779508410","","","","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-reducer-brown-faux-leather-cap",""
